A2      //Pixel 0: 162
A1      //Pixel 1: 161
A1      //Pixel 2: 161
9E      //Pixel 3: 158
9F      //Pixel 4: 159
9C      //Pixel 5: 156
9B      //Pixel 6: 155
9B      //Pixel 7: 155
9C      //Pixel 8: 156
A3      //Pixel 9: 163
A8      //Pixel 10: 168
AD      //Pixel 11: 173
AC      //Pixel 12: 172
A4      //Pixel 13: 164
94      //Pixel 14: 148
76      //Pixel 15: 118
60      //Pixel 16: 096
60      //Pixel 17: 096
67      //Pixel 18: 103
6A      //Pixel 19: 106
6B      //Pixel 20: 107
6C      //Pixel 21: 108
6C      //Pixel 22: 108
6D      //Pixel 23: 109
6D      //Pixel 24: 109
6A      //Pixel 25: 106
70      //Pixel 26: 112
76      //Pixel 27: 118
77      //Pixel 28: 119
7B      //Pixel 29: 123
7F      //Pixel 30: 127
81      //Pixel 31: 129
83      //Pixel 32: 131
81      //Pixel 33: 129
86      //Pixel 34: 134
82      //Pixel 35: 130
81      //Pixel 36: 129
83      //Pixel 37: 131
81      //Pixel 38: 129
86      //Pixel 39: 134
84      //Pixel 40: 132
86      //Pixel 41: 134
85      //Pixel 42: 133
85      //Pixel 43: 133
86      //Pixel 44: 134
84      //Pixel 45: 132
87      //Pixel 46: 135
85      //Pixel 47: 133
86      //Pixel 48: 134
88      //Pixel 49: 136
87      //Pixel 50: 135
86      //Pixel 51: 134
88      //Pixel 52: 136
84      //Pixel 53: 132
83      //Pixel 54: 131
83      //Pixel 55: 131
84      //Pixel 56: 132
85      //Pixel 57: 133
84      //Pixel 58: 132
83      //Pixel 59: 131
86      //Pixel 60: 134
87      //Pixel 61: 135
85      //Pixel 62: 133
84      //Pixel 63: 132
89      //Pixel 64: 137
81      //Pixel 65: 129
83      //Pixel 66: 131
83      //Pixel 67: 131
82      //Pixel 68: 130
83      //Pixel 69: 131
81      //Pixel 70: 129
82      //Pixel 71: 130
82      //Pixel 72: 130
81      //Pixel 73: 129
7F      //Pixel 74: 127
80      //Pixel 75: 128
7B      //Pixel 76: 123
79      //Pixel 77: 121
73      //Pixel 78: 115
6B      //Pixel 79: 107
71      //Pixel 80: 113
84      //Pixel 81: 132
91      //Pixel 82: 145
9A      //Pixel 83: 154
A0      //Pixel 84: 160
9F      //Pixel 85: 159
96      //Pixel 86: 150
99      //Pixel 87: 153
9A      //Pixel 88: 154
9B      //Pixel 89: 155
9D      //Pixel 90: 157
9A      //Pixel 91: 154
99      //Pixel 92: 153
99      //Pixel 93: 153
99      //Pixel 94: 153
99      //Pixel 95: 153
9C      //Pixel 96: 156
9C      //Pixel 97: 156
9E      //Pixel 98: 158
9B      //Pixel 99: 155
A1      //Pixel 100: 161
C9      //Pixel 101: 201
D5      //Pixel 102: 213
DA      //Pixel 103: 218
D5      //Pixel 104: 213
A0      //Pixel 105: 160
68      //Pixel 106: 104
6C      //Pixel 107: 108
75      //Pixel 108: 117
79      //Pixel 109: 121
79      //Pixel 110: 121
79      //Pixel 111: 121
7D      //Pixel 112: 125
79      //Pixel 113: 121
7A      //Pixel 114: 122
7A      //Pixel 115: 122
7C      //Pixel 116: 124
7D      //Pixel 117: 125
7D      //Pixel 118: 125
79      //Pixel 119: 121
7E      //Pixel 120: 126
7F      //Pixel 121: 127
7D      //Pixel 122: 125
7C      //Pixel 123: 124
75      //Pixel 124: 117
77      //Pixel 125: 119
A0      //Pixel 126: 160
9C      //Pixel 127: 156
A0      //Pixel 128: 160
9F      //Pixel 129: 159
A0      //Pixel 130: 160
9B      //Pixel 131: 155
9C      //Pixel 132: 156
9A      //Pixel 133: 154
9A      //Pixel 134: 154
9B      //Pixel 135: 155
9B      //Pixel 136: 155
A2      //Pixel 137: 162
A8      //Pixel 138: 168
AD      //Pixel 139: 173
AC      //Pixel 140: 172
A3      //Pixel 141: 163
90      //Pixel 142: 144
74      //Pixel 143: 116
5E      //Pixel 144: 094
5E      //Pixel 145: 094
64      //Pixel 146: 100
6B      //Pixel 147: 107
69      //Pixel 148: 105
69      //Pixel 149: 105
69      //Pixel 150: 105
6B      //Pixel 151: 107
6B      //Pixel 152: 107
6A      //Pixel 153: 106
6E      //Pixel 154: 110
76      //Pixel 155: 118
79      //Pixel 156: 121
7C      //Pixel 157: 124
7D      //Pixel 158: 125
7E      //Pixel 159: 126
83      //Pixel 160: 131
82      //Pixel 161: 130
83      //Pixel 162: 131
83      //Pixel 163: 131
83      //Pixel 164: 131
83      //Pixel 165: 131
82      //Pixel 166: 130
85      //Pixel 167: 133
85      //Pixel 168: 133
87      //Pixel 169: 135
85      //Pixel 170: 133
86      //Pixel 171: 134
86      //Pixel 172: 134
84      //Pixel 173: 132
84      //Pixel 174: 132
84      //Pixel 175: 132
86      //Pixel 176: 134
85      //Pixel 177: 133
86      //Pixel 178: 134
85      //Pixel 179: 133
86      //Pixel 180: 134
84      //Pixel 181: 132
82      //Pixel 182: 130
83      //Pixel 183: 131
84      //Pixel 184: 132
84      //Pixel 185: 132
82      //Pixel 186: 130
83      //Pixel 187: 131
85      //Pixel 188: 133
85      //Pixel 189: 133
84      //Pixel 190: 132
84      //Pixel 191: 132
86      //Pixel 192: 134
82      //Pixel 193: 130
81      //Pixel 194: 129
82      //Pixel 195: 130
81      //Pixel 196: 129
82      //Pixel 197: 130
7F      //Pixel 198: 127
82      //Pixel 199: 130
82      //Pixel 200: 130
81      //Pixel 201: 129
80      //Pixel 202: 128
7E      //Pixel 203: 126
7B      //Pixel 204: 123
78      //Pixel 205: 120
73      //Pixel 206: 115
6B      //Pixel 207: 107
6E      //Pixel 208: 110
81      //Pixel 209: 129
8F      //Pixel 210: 143
99      //Pixel 211: 153
