00        //Pixel 0:   0
00        //Pixel 1:   0
00        //Pixel 2:   0
00        //Pixel 3:   0
00        //Pixel 4:   0
00        //Pixel 5:   0
00        //Pixel 6:   0
00        //Pixel 7:   0
00        //Pixel 8:   0
00        //Pixel 9:   0
00        //Pixel 10:   0
00        //Pixel 11:   0
00        //Pixel 12:   0
00        //Pixel 13:   0
00        //Pixel 14:   0
00        //Pixel 15:   0
00        //Pixel 16:   0
00        //Pixel 17:   0
00        //Pixel 18:   0
00        //Pixel 19:   0
00        //Pixel 20:   0
00        //Pixel 21:   0
00        //Pixel 22:   0
00        //Pixel 23:   0
00        //Pixel 24:   0
00        //Pixel 25:   0
00        //Pixel 26:   0
00        //Pixel 27:   0
00        //Pixel 28:   0
00        //Pixel 29:   0
00        //Pixel 30:   0
00        //Pixel 31:   0
00        //Pixel 32:   0
00        //Pixel 33:   0
00        //Pixel 34:   0
00        //Pixel 35:   0
00        //Pixel 36:   0
00        //Pixel 37:   0
00        //Pixel 38:   0
00        //Pixel 39:   0
00        //Pixel 40:   0
00        //Pixel 41:   0
00        //Pixel 42:   0
00        //Pixel 43:   0
00        //Pixel 44:   0
00        //Pixel 45:   0
00        //Pixel 46:   0
00        //Pixel 47:   0
00        //Pixel 48:   0
00        //Pixel 49:   0
00        //Pixel 50:   0
00        //Pixel 51:   0
00        //Pixel 52:   0
00        //Pixel 53:   0
00        //Pixel 54:   0
00        //Pixel 55:   0
00        //Pixel 56:   0
00        //Pixel 57:   0
00        //Pixel 58:   0
00        //Pixel 59:   0
00        //Pixel 60:   0
00        //Pixel 61:   0
00        //Pixel 62:   0
00        //Pixel 63:   0
00        //Pixel 64:   0
00        //Pixel 65:   0
00        //Pixel 66:   0
00        //Pixel 67:   0
00        //Pixel 68:   0
00        //Pixel 69:   0
00        //Pixel 70:   0
00        //Pixel 71:   0
00        //Pixel 72:   0
00        //Pixel 73:   0
00        //Pixel 74:   0
00        //Pixel 75:   0
00        //Pixel 76:   0
00        //Pixel 77:   0
00        //Pixel 78:   0
00        //Pixel 79:   0
00        //Pixel 80:   0
00        //Pixel 81:   0
00        //Pixel 82:   0
00        //Pixel 83:   0
00        //Pixel 84:   0
00        //Pixel 85:   0
00        //Pixel 86:   0
00        //Pixel 87:   0
00        //Pixel 88:   0
00        //Pixel 89:   0
00        //Pixel 90:   0
00        //Pixel 91:   0
00        //Pixel 92:   0
00        //Pixel 93:   0
00        //Pixel 94:   0
00        //Pixel 95:   0
00        //Pixel 96:   0
00        //Pixel 97:   0
00        //Pixel 98:   0
00        //Pixel 99:   0
00        //Pixel 100:   0
00        //Pixel 101:   0
00        //Pixel 102:   0
00        //Pixel 103:   0
00        //Pixel 104:   0
00        //Pixel 105:   0
00        //Pixel 106:   0
00        //Pixel 107:   0
00        //Pixel 108:   0
00        //Pixel 109:   0
00        //Pixel 110:   0
00        //Pixel 111:   0
00        //Pixel 112:   0
00        //Pixel 113:   0
00        //Pixel 114:   0
00        //Pixel 115:   0
00        //Pixel 116:   0
00        //Pixel 117:   0
00        //Pixel 118:   0
00        //Pixel 119:   0
00        //Pixel 120:   0
00        //Pixel 121:   0
00        //Pixel 122:   0
00        //Pixel 123:   0
00        //Pixel 124:   0
00        //Pixel 125:   0
00        //Pixel 126:   0
00        //Pixel 127:   0
00        //Pixel 128:   0
00        //Pixel 129:   0
02        //Pixel 130:   2
FF        //Pixel 131:  -1
00        //Pixel 132:   0
00        //Pixel 133:   0
00        //Pixel 134:   0
FF        //Pixel 135:  -1
FB        //Pixel 136:  -5
FC        //Pixel 137:  -4
FF        //Pixel 138:  -1
01        //Pixel 139:   1
06        //Pixel 140:   6
0B        //Pixel 141:  11
0E        //Pixel 142:  14
0C        //Pixel 143:  12
01        //Pixel 144:   1
FE        //Pixel 145:  -2
FF        //Pixel 146:  -1
01        //Pixel 147:   1
00        //Pixel 148:   0
00        //Pixel 149:   0
00        //Pixel 150:   0
01        //Pixel 151:   1
00        //Pixel 152:   0
FE        //Pixel 153:  -2
FD        //Pixel 154:  -3
FF        //Pixel 155:  -1
FE        //Pixel 156:  -2
00        //Pixel 157:   0
FF        //Pixel 158:  -1
FF        //Pixel 159:  -1
01        //Pixel 160:   1
00        //Pixel 161:   0
00        //Pixel 162:   0
00        //Pixel 163:   0
00        //Pixel 164:   0
00        //Pixel 165:   0
FF        //Pixel 166:  -1
01        //Pixel 167:   1
FF        //Pixel 168:  -1
01        //Pixel 169:   1
00        //Pixel 170:   0
01        //Pixel 171:   1
01        //Pixel 172:   1
00        //Pixel 173:   0
00        //Pixel 174:   0
00        //Pixel 175:   0
01        //Pixel 176:   1
01        //Pixel 177:   1
02        //Pixel 178:   2
01        //Pixel 179:   1
02        //Pixel 180:   2
02        //Pixel 181:   2
01        //Pixel 182:   1
00        //Pixel 183:   0
01        //Pixel 184:   1
02        //Pixel 185:   2
00        //Pixel 186:   0
FF        //Pixel 187:  -1
00        //Pixel 188:   0
01        //Pixel 189:   1
01        //Pixel 190:   1
01        //Pixel 191:   1
02        //Pixel 192:   2
00        //Pixel 193:   0
00        //Pixel 194:   0
01        //Pixel 195:   1
00        //Pixel 196:   0
02        //Pixel 197:   2
00        //Pixel 198:   0
01        //Pixel 199:   1
01        //Pixel 200:   1
01        //Pixel 201:   1
01        //Pixel 202:   1
01        //Pixel 203:   1
02        //Pixel 204:   2
03        //Pixel 205:   3
03        //Pixel 206:   3
00        //Pixel 207:   0
FD        //Pixel 208:  -3
FC        //Pixel 209:  -4
FD        //Pixel 210:  -3
FE        //Pixel 211:  -2
FF        //Pixel 212:  -1
01        //Pixel 213:   1
FF        //Pixel 214:  -1
FE        //Pixel 215:  -2
FE        //Pixel 216:  -2
FF        //Pixel 217:  -1
00        //Pixel 218:   0
00        //Pixel 219:   0
FF        //Pixel 220:  -1
FF        //Pixel 221:  -1
00        //Pixel 222:   0
00        //Pixel 223:   0
01        //Pixel 224:   1
00        //Pixel 225:   0
02        //Pixel 226:   2
01        //Pixel 227:   1
FA        //Pixel 228:  -6
FB        //Pixel 229:  -5
FF        //Pixel 230:  -1
01        //Pixel 231:   1
04        //Pixel 232:   4
11        //Pixel 233:  17
02        //Pixel 234:   2
FE        //Pixel 235:  -2
00        //Pixel 236:   0
FF        //Pixel 237:  -1
00        //Pixel 238:   0
00        //Pixel 239:   0
02        //Pixel 240:   2
01        //Pixel 241:   1
00        //Pixel 242:   0
01        //Pixel 243:   1
01        //Pixel 244:   1
00        //Pixel 245:   0
00        //Pixel 246:   0
FF        //Pixel 247:  -1
FF        //Pixel 248:  -1
00        //Pixel 249:   0
FE        //Pixel 250:  -2
FE        //Pixel 251:  -2
09        //Pixel 252:   9
21        //Pixel 253:  33
28        //Pixel 254:  40
00        //Pixel 255:   0
00        //Pixel 256:   0
00        //Pixel 257:   0
01        //Pixel 258:   1
00        //Pixel 259:   0
00        //Pixel 260:   0
01        //Pixel 261:   1
FF        //Pixel 262:  -1
FC        //Pixel 263:  -4
FB        //Pixel 264:  -5
FE        //Pixel 265:  -2
01        //Pixel 266:   1
02        //Pixel 267:   2
07        //Pixel 268:   7
0B        //Pixel 269:  11
0D        //Pixel 270:  13
0C        //Pixel 271:  12
00        //Pixel 272:   0
FD        //Pixel 273:  -3
FE        //Pixel 274:  -2
FE        //Pixel 275:  -2
FF        //Pixel 276:  -1
FF        //Pixel 277:  -1
00        //Pixel 278:   0
01        //Pixel 279:   1
00        //Pixel 280:   0
FD        //Pixel 281:  -3
FD        //Pixel 282:  -3
FF        //Pixel 283:  -1
FF        //Pixel 284:  -1
00        //Pixel 285:   0
FF        //Pixel 286:  -1
00        //Pixel 287:   0
00        //Pixel 288:   0
00        //Pixel 289:   0
00        //Pixel 290:   0
FF        //Pixel 291:  -1
00        //Pixel 292:   0
00        //Pixel 293:   0
FF        //Pixel 294:  -1
01        //Pixel 295:   1
FF        //Pixel 296:  -1
01        //Pixel 297:   1
FF        //Pixel 298:  -1
01        //Pixel 299:   1
00        //Pixel 300:   0
00        //Pixel 301:   0
00        //Pixel 302:   0
01        //Pixel 303:   1
00        //Pixel 304:   0
01        //Pixel 305:   1
FF        //Pixel 306:  -1
FF        //Pixel 307:  -1
FF        //Pixel 308:  -1
00        //Pixel 309:   0
FF        //Pixel 310:  -1
FF        //Pixel 311:  -1
00        //Pixel 312:   0
01        //Pixel 313:   1
FF        //Pixel 314:  -1
FE        //Pixel 315:  -2
FF        //Pixel 316:  -1
00        //Pixel 317:   0
FF        //Pixel 318:  -1
00        //Pixel 319:   0
00        //Pixel 320:   0
FF        //Pixel 321:  -1
01        //Pixel 322:   1
00        //Pixel 323:   0
00        //Pixel 324:   0
00        //Pixel 325:   0
FE        //Pixel 326:  -2
00        //Pixel 327:   0
00        //Pixel 328:   0
00        //Pixel 329:   0
FF        //Pixel 330:  -1
01        //Pixel 331:   1
01        //Pixel 332:   1
02        //Pixel 333:   2
00        //Pixel 334:   0
00        //Pixel 335:   0
FF        //Pixel 336:  -1
FA        //Pixel 337:  -6
FC        //Pixel 338:  -4
FE        //Pixel 339:  -2
FE        //Pixel 340:  -2
00        //Pixel 341:   0
FF        //Pixel 342:  -1
FE        //Pixel 343:  -2
FE        //Pixel 344:  -2
FD        //Pixel 345:  -3
FE        //Pixel 346:  -2
00        //Pixel 347:   0
FF        //Pixel 348:  -1
FF        //Pixel 349:  -1
00        //Pixel 350:   0
00        //Pixel 351:   0
01        //Pixel 352:   1
00        //Pixel 353:   0
01        //Pixel 354:   1
00        //Pixel 355:   0
00        //Pixel 356:   0
F7        //Pixel 357:  -9
FD        //Pixel 358:  -3
FE        //Pixel 359:  -2
FF        //Pixel 360:  -1
09        //Pixel 361:   9
0C        //Pixel 362:  12
FE        //Pixel 363:  -2
FF        //Pixel 364:  -1
FF        //Pixel 365:  -1
01        //Pixel 366:   1
00        //Pixel 367:   0
00        //Pixel 368:   0
00        //Pixel 369:   0
FF        //Pixel 370:  -1
00        //Pixel 371:   0
00        //Pixel 372:   0
FF        //Pixel 373:  -1
00        //Pixel 374:   0
FF        //Pixel 375:  -1
FF        //Pixel 376:  -1
FF        //Pixel 377:  -1
FE        //Pixel 378:  -2
0F        //Pixel 379:  15
23        //Pixel 380:  35
1C        //Pixel 381:  28
04        //Pixel 382:   4
00        //Pixel 383:   0
00        //Pixel 384:   0
00        //Pixel 385:   0
FF        //Pixel 386:  -1
FF        //Pixel 387:  -1
00        //Pixel 388:   0
01        //Pixel 389:   1
FE        //Pixel 390:  -2
FC        //Pixel 391:  -4
FE        //Pixel 392:  -2
00        //Pixel 393:   0
02        //Pixel 394:   2
02        //Pixel 395:   2
06        //Pixel 396:   6
08        //Pixel 397:   8
0B        //Pixel 398:  11
0B        //Pixel 399:  11
01        //Pixel 400:   1
FD        //Pixel 401:  -3
FF        //Pixel 402:  -1
FE        //Pixel 403:  -2
FF        //Pixel 404:  -1
01        //Pixel 405:   1
01        //Pixel 406:   1
